,config,type,scheduling,modulation,periodicity,bias,modem,iteration,index,throughput,latency
1919,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,1,1,29,4.41,
1925,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,5,,9.6
1926,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,6,,10.5
1927,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,7,,8.75
1928,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,8,,8.99
1929,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,9,,7.76
1930,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,10,,8.17
1931,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,11,,9.07
1932,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,12,,8.12
1933,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,13,,8.96
1934,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,14,,7.69
1935,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,15,,8.12
1936,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,16,,11.6
1937,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,17,,9.64
1938,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,18,,8.18
1939,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,19,,9.01
1940,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,20,,7.49
1941,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,21,,8.16
1942,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,22,,9.01
1943,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,23,,7.57
1944,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,24,,8.56
1945,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,25,,8.96
1946,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,26,,7.62
1947,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,27,,8.07
1948,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,28,,11.6
1949,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,1,1,29,,9.44
1955,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,5,11.7,
1956,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,6,11.9,
1957,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,7,11.7,
1958,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,8,11.7,
1959,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,9,12.0,
1960,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,10,11.6,
1961,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,11,12.0,
1962,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,12,11.6,
1963,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,13,12.0,
1964,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,14,11.8,
1965,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,15,11.8,
1966,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,16,11.7,
1967,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,17,12.1,
1968,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,18,11.7,
1969,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,19,11.7,
1970,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,20,12.1,
1971,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,21,11.7,
1972,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,22,11.8,
1973,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,23,11.7,
1974,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,24,11.8,
1975,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,25,11.9,
1976,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,26,11.9,
1977,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,27,11.9,
1978,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,28,11.7,
1979,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,1,1,29,11.8,
1985,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,5,4.41,
1986,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,6,4.44,
1987,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,7,4.41,
1988,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,8,4.44,
1989,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,9,4.43,
1990,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,10,4.43,
1991,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,11,4.46,
1992,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,12,4.39,
1993,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,13,4.45,
1994,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,14,4.4,
1995,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,15,4.46,
1996,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,16,4.39,
1997,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,17,4.45,
1998,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,18,4.4,
1999,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,19,4.46,
2000,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,20,4.39,
2001,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,21,4.43,
2002,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,22,4.43,
2003,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,23,4.46,
2004,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,24,4.39,
2005,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,25,4.43,
2006,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,26,4.44,
2007,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,27,4.45,
2008,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,28,4.39,
2009,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,2,1,29,4.45,
2015,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,5,,7.55
2016,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,6,,7.96
2017,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,7,,9.4
2018,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,8,,7.74
2019,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,9,,7.88
2020,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,10,,8.23
2021,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,11,,9.09
2022,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,12,,7.6
2023,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,13,,8.1
2024,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,14,,9.14
2025,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,15,,8.14
2026,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,16,,8.97
2027,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,17,,10.2
2028,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,18,,8.59
2029,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,19,,9.07
2030,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,20,,7.66
2031,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,21,,8.65
2032,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,22,,9.12
2033,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,23,,7.67
2034,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,24,,8.1
2035,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,25,,9.1
2036,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,26,,7.71
2037,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,27,,8.55
2038,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,28,,9.11
2039,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,2,1,29,,7.58
2045,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,5,11.9,
2046,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,6,11.6,
2047,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,7,12.0,
2048,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,8,11.8,
2049,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,9,9.57,
2050,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,10,11.9,
2051,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,11,11.9,
2052,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,12,11.6,
2053,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,13,12.0,
2054,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,14,11.9,
2055,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,15,11.7,
2056,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,16,11.8,
2057,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,17,11.8,
2058,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,18,11.6,
2059,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,19,12.1,
2060,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,20,11.8,
2061,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,21,11.8,
2062,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,22,11.8,
2063,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,23,11.7,
2064,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,24,11.7,
2065,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,25,12.0,
2066,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,26,12.1,
2067,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,27,11.8,
2068,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,28,11.7,
2069,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,2,1,29,11.8,
2075,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,5,4.43,
2076,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,6,4.4,
2077,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,7,4.39,
2078,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,8,4.41,
2079,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,9,4.38,
2080,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,10,4.37,
2081,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,11,4.43,
2082,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,12,4.41,
2083,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,13,4.38,
2084,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,14,4.39,
2085,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,15,4.39,
2086,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,16,4.38,
2087,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,17,4.39,
2088,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,18,4.42,
2089,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,19,4.39,
2090,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,20,4.41,
2091,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,21,4.39,
2092,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,22,4.39,
2093,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,23,4.39,
2094,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,24,4.41,
2095,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,25,4.38,
2096,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,26,4.4,
2097,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,27,4.38,
2098,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,28,4.43,
2099,FS-16QAM-5-slot-UL,DL,FS,16QAM,5,UL,3,1,29,4.38,
2105,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,5,,7.57
2106,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,6,,8.12
2107,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,7,,9.34
2108,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,8,,7.66
2109,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,9,,10.6
2110,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,10,,9.32
2111,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,11,,7.47
2112,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,12,,8.12
2113,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,13,,9.1
2114,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,14,,7.66
2115,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,15,,8.05
2116,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,16,,9.72
2117,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,17,,7.66
2118,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,18,,8.07
2119,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,19,,9.34
2120,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,20,,7.6
2121,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,21,,10.7
2122,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,22,,9.16
2123,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,23,,7.71
2124,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,24,,8.14
2125,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,25,,9.08
2126,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,26,,7.67
2127,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,27,,8.03
2128,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,28,,9.83
2129,FS-16QAM-5-slot-UL,RTT,FS,16QAM,5,UL,3,1,29,,7.71
2135,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,5,9.42,
2136,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,6,12.0,
2137,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,7,12.1,
2138,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,8,12.0,
2139,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,9,11.8,
2140,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,10,12.0,
2141,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,11,12.2,
2142,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,12,11.9,
2143,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,13,9.55,
2144,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,14,12.1,
2145,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,15,12.0,
2146,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,16,12.1,
2147,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,17,11.9,
2148,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,18,12.0,
2149,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,19,12.0,
2150,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,20,11.0,
2151,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,21,10.5,
2152,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,22,12.1,
2153,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,23,12.0,
2154,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,24,12.1,
2155,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,25,12.1,
2156,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,26,12.0,
2157,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,27,11.9,
2158,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,28,9.75,
2159,FS-16QAM-5-slot-UL,UL,FS,16QAM,5,UL,3,1,29,12.0,
2165,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,5,18.3,
2166,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,6,17.8,
2167,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,7,18.2,
2168,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,8,18.2,
2169,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,9,18.2,
2170,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,10,18.0,
2171,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,11,18.0,
2172,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,12,18.0,
2173,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,13,17.8,
2174,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,14,17.9,
2175,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,15,17.8,
2176,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,16,18.4,
2177,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,17,18.0,
2178,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,18,18.3,
2179,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,19,17.8,
2180,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,20,17.9,
2181,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,21,18.0,
2182,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,22,17.7,
2183,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,23,17.7,
2184,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,24,17.7,
2185,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,25,18.1,
2186,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,26,17.8,
2187,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,27,17.8,
2188,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,28,17.6,
2189,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,0,1,29,17.9,
2195,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,5,,12.6
2196,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,6,,11.6
2197,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,7,,9.45
2198,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,8,,7.82
2199,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,9,,15.1
2200,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,10,,14.0
2201,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,11,,17.4
2202,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,12,,11.6
2203,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,13,,9.9
2204,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,14,,8.56
2205,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,15,,16.9
2206,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,16,,14.7
2207,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,17,,12.8
2208,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,18,,11.6
2209,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,19,,9.63
2210,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,20,,7.34
2211,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,21,,15.1
2212,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,22,,13.8
2213,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,23,,12.7
2214,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,24,,10.3
2215,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,25,,8.77
2216,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,26,,15.4
2217,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,27,,14.8
2218,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,28,,12.1
2219,FS-256QAM-10-slot-BAL,RTT,FS,256QAM,10,BAL,0,1,29,,12.0
2225,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,5,15.2,
2226,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,6,15.4,
2227,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,7,18.7,
2228,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,8,15.2,
2229,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,9,15.8,
2230,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,10,14.9,
2231,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,11,18.7,
2232,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,12,14.9,
2233,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,13,15.5,
2234,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,14,15.4,
2235,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,15,15.5,
2236,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,16,15.4,
2237,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,17,18.3,
2238,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,18,15.2,
2239,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,19,15.4,
2240,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,20,14.3,
2241,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,21,15.2,
2242,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,22,14.9,
2243,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,23,18.6,
2244,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,24,15.4,
2245,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,25,18.8,
2246,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,26,16.0,
2247,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,27,18.6,
2248,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,28,11.3,
2249,FS-256QAM-10-slot-BAL,UL,FS,256QAM,10,BAL,0,1,29,14.2,
2255,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,5,18.1,
2256,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,6,17.6,
2257,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,7,18.2,
2258,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,8,17.9,
2259,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,9,18.0,
2260,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,10,17.8,
2261,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,11,17.9,
2262,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,12,17.9,
2263,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,13,17.5,
2264,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,14,17.7,
2265,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,15,17.6,
2266,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,16,18.3,
2267,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,17,17.8,
2268,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,18,18.2,
2269,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,19,17.5,
2270,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,20,17.8,
2271,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,21,17.9,
2272,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,22,17.4,
2273,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,23,17.7,
2274,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,24,17.4,
2275,FS-256QAM-10-slot-BAL,DL,FS,256QAM,10,BAL,1,1,25,17.9,
