,config,type,scheduling,modulation,periodicity,bias,modem,iteration,index,throughput,latency
27215,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,5,,7.69
27216,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,6,,8.11
27217,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,7,,8.61
27218,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,8,,7.15
27219,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,9,,11.6
27220,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,10,,9.38
27221,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,11,,7.59
27222,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,12,,8.3
27223,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,13,,8.53
27224,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,14,,6.74
27225,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,15,,11.1
27226,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,16,,9.33
27227,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,17,,7.55
27228,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,18,,8.34
27229,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,19,,8.71
27230,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,20,,6.64
27231,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,21,,10.6
27232,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,22,,8.77
27233,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,23,,9.36
27234,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,24,,7.62
27235,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,25,,7.85
27236,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,26,,11.2
27237,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,27,,10.2
27238,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,28,,8.69
27239,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,2,5,29,,9.09
27245,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,5,7.87,
27246,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,6,8.12,
27247,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,7,7.87,
27248,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,8,8.0,
27249,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,9,7.89,
27250,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,10,8.14,
27251,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,11,8.03,
27252,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,12,8.0,
27253,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,13,7.9,
27254,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,14,7.98,
27255,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,15,7.92,
27256,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,16,8.11,
27257,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,17,7.91,
27258,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,18,8.1,
27259,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,19,7.87,
27260,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,20,8.14,
27261,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,21,7.99,
27262,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,22,7.98,
27263,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,23,7.97,
27264,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,24,7.97,
27265,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,25,8.04,
27266,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,26,8.03,
27267,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,27,7.87,
27268,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,28,8.02,
27269,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,2,5,29,8.02,
27275,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,5,7.36,
27276,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,6,7.34,
27277,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,7,7.4,
27278,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,8,7.36,
27279,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,9,7.34,
27280,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,10,7.36,
27281,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,11,7.4,
27282,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,12,7.36,
27283,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,13,7.34,
27284,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,14,7.37,
27285,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,15,7.39,
27286,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,16,7.37,
27287,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,17,7.34,
27288,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,18,7.36,
27289,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,19,7.4,
27290,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,20,7.36,
27291,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,21,7.34,
27292,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,22,7.36,
27293,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,23,7.4,
27294,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,24,7.36,
27295,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,25,7.34,
27296,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,26,7.36,
27297,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,27,7.4,
27298,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,28,7.36,
27299,FS-16QAM-5-slot-BAL,DL,FS,16QAM,5,BAL,3,5,29,7.36,
27305,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,5,,9.25
27306,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,6,,7.36
27307,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,7,,8.23
27308,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,8,,9.4
27309,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,9,,7.61
27310,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,10,,7.71
27311,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,11,,10.6
27312,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,12,,8.48
27313,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,13,,9.53
27314,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,14,,7.62
27315,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,15,,7.73
27316,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,16,,8.58
27317,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,17,,9.08
27318,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,18,,7.61
27319,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,19,,8.65
27320,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,20,,9.03
27321,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,21,,7.75
27322,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,22,,11.1
27323,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,23,,9.65
27324,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,24,,7.66
27325,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,25,,8.64
27326,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,26,,8.58
27327,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,27,,9.0
27328,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,28,,8.18
27329,FS-16QAM-5-slot-BAL,RTT,FS,16QAM,5,BAL,3,5,29,,9.11
27335,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,5,8.27,
27336,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,6,8.19,
27337,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,7,8.46,
27338,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,8,8.28,
27339,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,9,8.21,
27340,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,10,7.34,
27341,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,11,7.58,
27342,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,12,8.24,
27343,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,13,8.39,
27344,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,14,8.21,
27345,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,15,8.32,
27346,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,16,8.28,
27347,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,17,8.16,
27348,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,18,8.41,
27349,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,19,6.56,
27350,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,20,8.35,
27351,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,21,8.43,
27352,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,22,8.09,
27353,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,23,8.38,
27354,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,24,8.24,
27355,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,25,8.32,
27356,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,26,8.28,
27357,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,27,6.61,
27358,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,28,8.38,
27359,FS-16QAM-5-slot-BAL,UL,FS,16QAM,5,BAL,3,5,29,8.28,
27365,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,5,11.6,
27366,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,6,11.6,
27367,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,7,11.5,
27368,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,8,11.6,
27369,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,9,11.6,
27370,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,10,11.5,
27371,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,11,11.6,
27372,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,12,11.6,
27373,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,13,11.5,
27374,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,14,11.6,
27375,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,15,11.6,
27376,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,16,11.5,
27377,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,17,11.6,
27378,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,18,11.6,
27379,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,19,11.5,
27380,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,20,11.7,
27381,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,21,11.6,
27382,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,22,11.5,
27383,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,23,11.6,
27384,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,24,11.6,
27385,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,25,11.5,
27386,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,26,11.6,
27387,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,27,11.6,
27388,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,28,11.5,
27389,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,0,5,29,11.6,
27395,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,5,,11.5
27396,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,6,,9.65
27397,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,7,,7.99
27398,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,8,,9.58
27399,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,9,,7.69
27400,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,10,,12.7
27401,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,11,,10.5
27402,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,12,,9.0
27403,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,13,,7.72
27404,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,14,,8.14
27405,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,15,,7.12
27406,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,16,,13.1
27407,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,17,,11.6
27408,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,18,,9.6
27409,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,19,,7.82
27410,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,20,,8.32
27411,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,21,,13.5
27412,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,22,,12.0
27413,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,23,,10.7
27414,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,24,,9.1
27415,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,25,,7.66
27416,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,26,,7.94
27417,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,27,,13.6
27418,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,28,,12.5
27419,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,0,5,29,,10.6
27425,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,5,4.53,
27426,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,6,4.56,
27427,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,7,4.25,
27428,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,8,4.88,
27429,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,9,4.03,
27430,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,10,4.48,
27431,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,11,4.32,
27432,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,12,5.32,
27433,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,13,3.57,
27434,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,14,5.12,
27435,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,15,3.65,
27436,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,16,5.35,
27437,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,17,3.56,
27438,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,18,4.33,
27439,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,19,4.46,
27440,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,20,5.03,
27441,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,21,4.36,
27442,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,22,3.87,
27443,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,23,5.33,
27444,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,24,3.94,
27445,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,25,4.07,
27446,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,26,5.34,
27447,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,27,3.58,
27448,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,28,4.44,
27449,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,0,5,29,4.64,
27455,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,5,11.9,
27456,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,6,11.8,
27457,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,7,11.9,
27458,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,8,11.9,
27459,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,9,11.8,
27460,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,10,11.9,
27461,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,11,11.9,
27462,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,12,11.8,
27463,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,13,11.9,
27464,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,14,11.9,
27465,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,15,11.8,
27466,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,16,11.9,
27467,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,17,11.9,
27468,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,18,11.8,
27469,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,19,11.9,
27470,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,20,11.9,
27471,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,21,11.8,
27472,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,22,11.9,
27473,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,23,11.9,
27474,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,24,11.8,
27475,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,25,11.9,
27476,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,26,11.9,
27477,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,27,11.8,
27478,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,28,11.9,
27479,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,1,5,29,11.9,
27485,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,5,,11.1
27486,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,6,,9.7
27487,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,7,,7.46
27488,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,8,,10.6
27489,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,9,,8.66
27490,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,10,,11.6
27491,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,11,,10.1
27492,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,12,,8.68
27493,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,13,,11.8
27494,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,14,,9.36
27495,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,15,,7.54
27496,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,16,,10.6
27497,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,17,,8.74
27498,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,18,,12.0
27499,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,19,,10.9
27500,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,20,,9.31
27501,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,21,,7.88
27502,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,22,,11.2
27503,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,23,,10.1
27504,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,24,,8.69
27505,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,25,,11.9
27506,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,26,,10.6
27507,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,27,,8.54
27508,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,28,,11.2
27509,FS-16QAM-5-slot-DL,RTT,FS,16QAM,5,DL,1,5,29,,9.8
27515,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,5,4.32,
27516,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,6,4.59,
27517,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,7,4.33,
27518,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,8,4.59,
27519,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,9,4.33,
27520,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,10,4.33,
27521,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,11,4.47,
27522,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,12,4.58,
27523,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,13,4.33,
27524,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,14,4.46,
27525,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,15,4.46,
27526,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,16,4.47,
27527,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,17,4.32,
27528,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,18,4.33,
27529,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,19,4.6,
27530,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,20,4.32,
27531,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,21,4.33,
27532,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,22,4.59,
27533,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,23,4.34,
27534,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,24,4.46,
27535,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,25,4.33,
27536,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,26,4.45,
27537,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,27,4.59,
27538,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,28,4.33,
27539,FS-16QAM-5-slot-DL,UL,FS,16QAM,5,DL,1,5,29,4.33,
27545,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,5,11.7,
27546,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,6,11.7,
27547,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,7,11.8,
27548,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,8,11.7,
27549,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,9,11.7,
27550,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,10,11.7,
27551,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,11,11.7,
27552,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,12,11.7,
27553,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,13,11.8,
27554,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,14,11.7,
27555,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,15,11.7,
27556,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,16,11.7,
27557,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,17,11.7,
27558,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,18,11.7,
27559,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,19,11.7,
27560,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,20,11.7,
27561,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,21,11.7,
27562,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,22,11.8,
27563,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,23,11.7,
27564,FS-16QAM-5-slot-DL,DL,FS,16QAM,5,DL,2,5,24,11.7,
